target_id	length	eff_length	est_counts	tpm
NM_001178148.1	3483	3304	41	2.31888
NM_001178149.1	3825	3646	29	1.48633
NM_001178150.1	621	442	233	98.5073
NM_001178151.1	1929	1750	923.726	98.637
NM_001178152.1	648	469	22	8.76566
NM_001178153.1	597	418	10	4.47052
NM_001178154.1	780	601	2	0.621856
NM_001178155.2	1482	1303	10	1.43414
NM_001178156.1	1878	1699	4	0.439948
NM_001178157.1	1185	1006	193	35.8504
NM_001178158.2	1218	1039	10	1.79854
NM_001178159.1	768	589	11	3.48989
NM_001178160.1	1200	1021	4	0.732097
NM_001178161.1	1908	1729	59	6.37664
NM_001178162.2	4071	3892	59	2.83279
NM_001178163.1	978	799	0	0
NM_001178164.1	3396	3217	77	4.47275
NM_001178165.2	1002	823	3	0.681171
NM_001178166.1	2514	2335	61	4.88177
NM_001178167.1	1554	1375	28	3.80531
NM_001178168.1	2280	2101	160	14.2308
NM_001178169.1	4308	4129	38	1.71978
NM_001178170.2	921	742	36	9.06637
NM_001178171.2	4068	3889	66.4183	3.19142
NM_001178172.1	786	607	2	0.61571
NM_001178173.1	1587	1408	5	0.663593
NM_001178174.1	4416	4237	90	3.96934
NM_001178175.1	354	175	12	12.8138
NM_001178176.1	2283	2104	8	0.710524
NM_001178177.1	1140	961	4	0.777806
NM_001178178.1	522	343	9	4.90324
NM_001178179.1	870	691	8	2.16345
NM_001178180.1	3009	2830	478	31.5628
NM_001178181.1	1110	931	48	9.63443
NM_001178182.1	804	625	4	1.19595
NM_001178183.1	1503	1324	3583	505.701
NM_001178184.1	810	631	3	0.888437
NM_001178185.1	1743	1564	23	2.74806
NM_001178186.1	2565	2386	51	3.99424
NM_001178187.1	1248	1069	70	12.2364
NM_001178188.1	2358	2179	26	2.22972
NM_001178189.1	513	334	34	19.0225
NM_001178191.1	357	178	6	6.29892
NM_001178192.2	1869	1690	10	1.10573
NM_001178193.1	1989	1810	6	0.619451
NM_001178194.1	741	562	12	3.99006
NM_001178195.2	3144	2965	21	1.32352
NM_001178196.2	2352	2173	46	3.95579
NM_001178197.1	2142	1963	3	0.285585
NM_001178198.1	543	364	3	1.54012
NM_001178199.2	2643	2464	21	1.59262
NM_001178200.1	1509	1330	12	1.68603
NM_001178201.2	639	460	9	3.65611
NM_001178202.2	1149	970	31	5.97207
NM_001178203.1	1254	1075	3	0.521492
NM_001178204.1	1374	1195	7	1.09462
NM_001178205.1	3969	3790	11.5024	0.567133
NM_001178206.2	285	106	0	0
NM_001178208.1	1782	1603	0	0
NM_001178209.1	1620	1441	38	4.92781
NM_001178210.1	1281	1102	11	1.86529
NM_001178211.1	1866	1687	24	2.65846
NM_001178212.1	828	649	6	1.72759
NM_001178213.1	3591	3412	193.562	10.601
NM_001178214.1	1323	1144	0	0
NM_001178215.2	2130	1951	44	4.21434
NM_001178216.1	921	742	70	17.629
NM_001178217.1	1308	1129	10	1.65516
NM_001178218.2	2925	2746	17	1.15687
NM_001178219.1	168	12.9312	0	0
NM_001178220.2	540	361	0	0
NM_001178221.1	708	529	19	6.7117
NM_001178222.1	705	526	8	2.8421
NM_001178223.1	225	46.6066	0	0
NM_001178224.1	897	718	8.35076	2.17338
NM_001178225.1	705	526	4.71429	1.67481
NM_001178226.1	2064	1885	2	0.198268
NM_001178227.1	3567	3388	59	3.25419
NM_001178230.1	4614	4435	17.8112	0.75047
NM_001178235.1	300	121	0	0
NM_001178236.1	486	307	7.46182	4.54194
NM_001178239.1	1404	1225	0	0
NM_001178241.1	315	136	11	15.1143
NM_001178242.1	396	217	57	49.0851
NM_001178243.1	399	220	75	63.705
NM_001178244.1	7482	7303	344	8.80221
NM_001178245.1	2931	2752	38	2.5803
NM_001178246.1	543	364	7	3.59361
NM_001178247.1	3735	3556	161	8.46055
NM_001178248.2	2523	2344	18	1.43499
NM_001178249.1	2031	1852	22	2.21981
NM_001178250.1	843	664	6	1.68857
NM_001178251.1	2280	2101	43	3.82452
NM_001178253.1	1206	1027	5	0.909775
NM_001178254.2	2685	2506	21	1.56593
NM_001178255.1	1581	1402	11	1.46615
NM_001178256.1	1062	883	15	3.17443
NM_001178257.1	4740	4561	137	5.613
NM_001178258.1	402	223	4	3.35189
NM_001178259.1	1563	1384	5	0.675101
NM_001178260.1	1725	1546	27	3.26354
NM_001178261.1	435	256	2	1.45991
NM_001178262.1	3402	3223	118	6.84158
NM_001178263.1	2607	2428	33	2.5398
NM_001178264.1	2055	1876	68	6.77346
NM_001178265.1	438	259	2	1.443
NM_001178266.1	288	109	12	20.5726
NM_001178267.1	570	391	575.375	274.985
NM_001178268.1	321	142	19	25.0034
NM_001178269.1	1131	952	8	1.57032
NM_001178270.1	957	778	121	29.063
NM_001178271.1	1017	838	13	2.8989
NM_001178272.1	1146	967	45	8.69602
NM_001178273.1	1038	859	13	2.82804
NM_001178274.1	4542	4363	36	1.54188
NM_001178275.1	2118	1939	13	1.25285
NM_001178276.1	774	595	16	5.02502
NM_001178277.1	3078	2899	23	1.48257
NM_001178278.1	699	520	4	1.43745
NM_001178279.1	1740	1561	130	15.5623
NM_001178280.1	660	481	12	4.66198
NM_001178281.1	726	547	44	15.0314
NM_001178282.1	1920	1741	45	4.83001
NM_001178283.1	774	595	0	0
NM_001178284.1	369	190	0	0
NM_001178285.1	1374	1195	30	4.69124
NM_001178286.1	1326	1147	12	1.95503
NM_001178287.1	4146	3967	244	11.4938
NM_001178289.1	417	238	2	1.57032
NM_001178290.1	879	700	17	4.53822
NM_001178291.1	2007	1828	66	6.74687
NM_001178292.1	2496	2317	41	3.30668
NM_001178294.1	1578	1399	34	4.54146
NM_001178295.1	1257	1078	11	1.90681
NM_001178296.2	1407	1228	90	13.6955
NM_001178297.2	627	448	8	3.33693
NM_001178298.1	1272	1093	43	7.35162
NM_001178299.1	582	403	1	0.463692
NM_001178300.1	2064	1885	13	1.28874
NM_001178301.1	2091	1912	40	3.90937
NM_001178303.1	3336	3157	31	1.83494
NM_001178304.1	786	607	16	4.92568
NM_001178306.1	3447	3268	22	1.25798
NM_001178307.2	2244	2065	28	2.5338
NM_001178308.2	981	802	16	3.72804
NM_001178309.1	1290	1111	12	2.01837
NM_001178312.1	603	424	460.5	202.954
NM_001178314.1	1068	889	7	1.4714
NM_001178315.1	1950	1771	14	1.47722
NM_001178316.1	3219	3040	523	32.1486
NM_001178318.1	354	175	1	1.06782
NM_001178319.1	4509	4330	98	4.22934
NM_001178320.2	1626	1447	6	0.774849
NM_001178321.1	1107	928	31.2786	6.29845
NM_001178322.1	1377	1198	22	3.43163
NM_001178324.2	2277	2098	9.34744	0.832572
NM_001178325.1	2943	2764	47	3.17756
NM_001178326.1	1401	1222	8	1.22336
NM_001178327.1	414	235	164.131	130.514
NM_001178328.2	8364	8185	52	1.18719
