target_id	length	eff_length	est_counts	tpm
NM_001178148.1	3483	3304	23	2.20437
NM_001178149.1	3825	3646	18	1.56333
NM_001178150.1	621	442	148	106.032
NM_001178151.1	1929	1750	910.257	164.711
NM_001178152.1	648	469	16	10.803
NM_001178153.1	597	418	1	0.757565
NM_001178154.1	780	601	1	0.526892
NM_001178155.2	1482	1303	3	0.729076
NM_001178156.1	1878	1699	7	1.30467
NM_001178157.1	1185	1006	85	26.7557
NM_001178158.2	1218	1039	7	2.13343
NM_001178159.1	768	589	3	1.61288
NM_001178160.1	1200	1021	2	0.620298
NM_001178161.1	1908	1729	29	5.31128
NM_001178162.2	4071	3892	28	2.27814
NM_001178163.1	978	799	0	0
NM_001178164.1	3396	3217	24	2.36241
NM_001178165.2	1002	823	9	3.46289
NM_001178166.1	2514	2335	38	5.15339
NM_001178167.1	1554	1375	21	4.83629
NM_001178168.1	2280	2101	81	12.2083
NM_001178169.1	4308	4129	12	0.920306
NM_001178170.2	921	742	12	5.12122
NM_001178171.2	4068	3889	35.5085	2.89128
NM_001178172.1	786	607	0	0
NM_001178173.1	1587	1408	4	0.899608
NM_001178174.1	4416	4237	51	3.8116
NM_001178175.1	354	175	5	9.04749
NM_001178176.1	2283	2104	3	0.451514
NM_001178177.1	1140	961	4	1.31805
NM_001178178.1	522	343	3	2.76964
NM_001178179.1	870	691	0	0
NM_001178180.1	3009	2830	171	19.134
NM_001178181.1	1110	931	14	4.76183
NM_001178182.1	804	625	3	1.51998
NM_001178183.1	1503	1324	2059	492.452
NM_001178184.1	810	631	3	1.50552
NM_001178185.1	1743	1564	19	3.84692
NM_001178186.1	2565	2386	22	2.91977
NM_001178187.1	1248	1069	41	12.1451
NM_001178188.1	2358	2179	18	2.61584
NM_001178189.1	513	334	24	22.7542
NM_001178191.1	357	178	1	1.779
NM_001178192.2	1869	1690	2	0.374748
NM_001178193.1	1989	1810	3	0.524854
NM_001178194.1	741	562	3	1.69037
NM_001178195.2	3144	2965	6	0.6408
NM_001178196.2	2352	2173	35	5.1004
NM_001178197.1	2142	1963	2	0.322631
NM_001178198.1	543	364	4	3.4798
NM_001178199.2	2643	2464	11	1.41367
NM_001178200.1	1509	1330	7	1.66664
NM_001178201.2	639	460	5	3.44198
NM_001178202.2	1149	970	28	9.14076
NM_001178203.1	1254	1075	10	2.94569
NM_001178204.1	1374	1195	8	2.11991
NM_001178205.1	3969	3790	16.5318	1.38127
NM_001178206.2	285	106	0	0
NM_001178208.1	1782	1603	1	0.197543
NM_001178209.1	1620	1441	19	4.17528
NM_001178210.1	1281	1102	8	2.29882
NM_001178211.1	1866	1687	18	3.37873
NM_001178212.1	828	649	1	0.487923
NM_001178213.1	3591	3412	69.7404	6.47249
NM_001178214.1	1323	1144	1.5477	0.428408
NM_001178215.2	2130	1951	13	2.11
NM_001178216.1	921	742	35	14.9369
NM_001178217.1	1308	1129	3	0.84144
NM_001178218.2	2925	2746	6	0.691905
NM_001178219.1	168	12.9312	0	0
NM_001178220.2	540	361	1	0.87718
NM_001178221.1	708	529	11	6.58465
NM_001178222.1	705	526	8	4.81615
NM_001178223.1	225	46.6066	0	0
NM_001178224.1	897	718	4.81864	2.12518
NM_001178225.1	705	526	4	2.40808
NM_001178226.1	2064	1885	0	0
NM_001178227.1	3567	3388	24	2.24318
NM_001178230.1	4614	4435	0	0
NM_001178235.1	300	121	0	0
NM_001178236.1	486	307	0	0
NM_001178239.1	1404	1225	17.1229	4.42627
NM_001178241.1	315	136	13	30.2692
NM_001178242.1	396	217	43.589	63.6083
NM_001178243.1	399	220	28	40.3024
NM_001178244.1	7482	7303	156	6.76424
NM_001178245.1	2931	2752	16	1.84106
NM_001178246.1	543	364	2	1.7399
NM_001178247.1	3735	3556	85	7.56926
NM_001178248.2	2523	2344	4	0.540379
NM_001178249.1	2031	1852	7	1.19689
NM_001178250.1	843	664	1	0.476901
NM_001178251.1	2280	2101	22	3.31583
NM_001178253.1	1206	1027	0	0
NM_001178254.2	2685	2506	12	1.51634
NM_001178255.1	1581	1402	6	1.35519
NM_001178256.1	1062	883	8	2.86897
NM_001178257.1	4740	4561	77	5.34597
NM_001178258.1	402	223	0	0
NM_001178259.1	1563	1384	0	0
NM_001178260.1	1725	1546	14	2.86757
NM_001178261.1	435	256	1	1.23696
NM_001178262.1	3402	3223	50	4.91254
NM_001178263.1	2607	2428	8	1.04337
NM_001178264.1	2055	1876	22	3.71352
NM_001178265.1	438	259	0	0
NM_001178266.1	288	109	0	0
NM_001178267.1	570	391	248.642	201.369
NM_001178268.1	321	142	5	11.1501
NM_001178269.1	1131	952	4	1.33051
NM_001178270.1	957	778	64	26.0493
NM_001178271.1	1017	838	0	0
NM_001178272.1	1146	967	18	5.89443
NM_001178273.1	1038	859	5	1.8432
NM_001178274.1	4542	4363	17	1.23384
NM_001178275.1	2118	1939	6	0.979872
NM_001178276.1	774	595	6	3.19323
NM_001178277.1	3078	2899	15	1.63847
NM_001178278.1	699	520	1	0.608965
NM_001178279.1	1740	1561	67	13.5915
NM_001178280.1	660	481	7	4.60839
NM_001178281.1	726	547	18	10.4203
NM_001178282.1	1920	1741	28	5.09278
NM_001178283.1	774	595	0	0
NM_001178284.1	369	190	0	0
NM_001178285.1	1374	1195	12	3.17987
NM_001178286.1	1326	1147	7	1.93255
NM_001178287.1	4146	3967	145	11.5745
NM_001178289.1	417	238	0	0
NM_001178290.1	879	700	11	4.97612
NM_001178291.1	2007	1828	33	5.71655
NM_001178292.1	2496	2317	12	1.64003
NM_001178294.1	1578	1399	13	2.94253
NM_001178295.1	1257	1078	6	1.7625
NM_001178296.2	1407	1228	29	7.47817
NM_001178297.2	627	448	8	5.65468
NM_001178298.1	1272	1093	26	7.53267
NM_001178299.1	582	403	5	3.92881
NM_001178300.1	2064	1885	0	0
NM_001178301.1	2091	1912	22	3.6436
NM_001178303.1	3336	3157	12	1.20366
NM_001178304.1	786	607	11	5.73852
NM_001178306.1	3447	3268	12	1.16277
NM_001178307.2	2244	2065	23	3.52699
NM_001178308.2	981	802	13	5.13293
NM_001178309.1	1290	1111	7	1.99517
NM_001178312.1	603	424	217.5	162.439
NM_001178314.1	1068	889	0	0
NM_001178315.1	1950	1771	19	3.39728
NM_001178316.1	3219	3040	256	26.6663
NM_001178318.1	354	175	0	0
NM_001178319.1	4509	4330	51	3.72974
NM_001178320.2	1626	1447	2	0.437681
NM_001178321.1	1107	928	14.4107	4.91739
NM_001178322.1	1377	1198	4	1.0573
NM_001178324.2	2277	2098	3	0.452806
NM_001178325.1	2943	2764	27	3.0933
NM_001178326.1	1401	1222	5	1.29567
NM_001178327.1	414	235	71.8447	96.8105
NM_001178328.2	8364	8185	22	0.851138
NM_001178329.1	1380	1201	7	1.84566
NM_001178330.1	534	355	5	4.46003
NM_001178331.2	1266	1087	37	10.7787
NM_001178332.1	393	214	195	288.547
NM_001178333.1	663	484	5	3.2713
NM_001178335.1	813	634	4	1.99787
NM_001178337.2	2265	2086	9	1.36623
NM_001178338.1	1383	1204	6	1.57805
