target_id	length	eff_length	est_counts	tpm
XM_014076697.1	594	415	0	0
XM_014076698.1	1599	1420	1	0.181595
XM_014076699.1	1512	1333	0	0
XM_014076700.1	1479	1300	1	0.198358
XM_014076701.1	1074	895	52	14.9821
XM_014076702.1	1794	1615	0	0
XM_014076703.1	1044	865	9	2.68299
XM_014076704.1	1512	1333	0	0
XM_014076705.1	1659	1480	0	0
XM_014076706.1	1608	1429	0	0
XM_014076707.1	1680	1501	2	0.343591
XM_014076708.1	1656	1477	0	0
XM_014076709.1	1083	904	9	2.56724
XM_014076710.1	1164	985	31	8.11555
XM_014076711.1	858	679	17	6.45612
XM_014076712.1	1320	1141	5	1.13
XM_014076713.1	1089	910	68	19.269
XM_014076714.1	1572	1393	7	1.2958
XM_014076715.1	930	751	3	1.03009
XM_014076716.1	606	427	1	0.603899
XM_014076717.1	1008	829	12	3.73267
XM_014076718.1	1269	1090	18	4.25832
XM_014076719.1	1035	856	0	0
XM_014076720.1	1317	1138	29	6.57125
XM_014076721.1	1023	844	10	3.05527
XM_014076722.1	3480	3301	3	0.234352
XM_014076723.1	1911	1732	181	26.9478
XM_014076724.1	621	442	20	11.6681
XM_014076725.1	1329	1150	30	6.72691
XM_014076726.1	1839	1660	94	14.602
XM_014076727.1	1011	832	6	1.8596
XM_014076728.1	1023	844	5	1.52764
XM_014076729.1	993	814	1	0.316788
XM_014076730.1	4050	3871	56	3.73042
XM_014076731.1	1710	1531	10	1.68429
XM_014076732.1	465	286	26	23.4423
XM_014076733.1	1083	904	9	2.56724
XM_014076734.1	201	27.2129	0	0
XM_014076735.1	750	571	31	13.9997
XM_014076736.1	2883	2704	18	1.71656
XM_014076737.1	2274	2095	3	0.369258
XM_014076738.1	2487	2308	46	5.13942
XM_014076739.1	486	307	13	10.9194
XM_014076740.1	537	358	2	1.44059
XM_014076741.1	426	247	42	43.8475
XM_014076742.1	1119	940	12	3.29189
XM_014076743.1	978	799	3	0.968204
XM_014076744.1	1236	1057	2	0.487919
XM_014076745.1	2007	1828	27	3.80873
XM_014076746.1	2358	2179	31	3.66857
XM_014076747.1	1359	1180	17	3.715
XM_014076748.1	1296	1117	30	6.92565
XM_014076749.1	1572	1393	21	3.88741
XM_014076750.1	3171	2992	42	3.61976
XM_014076751.1	828	649	1	0.397327
XM_014076752.1	1035	856	54	16.2672
XM_014076753.1	813	634	13	5.28745
XM_014076754.1	1938	1759	2.06109	0.30215
XM_014076755.1	843	664	29	11.2622
XM_014076756.1	1044	865	32	9.53952
XM_014076757.1	1440	1261	10	2.04492
XM_014076758.1	408	229	28	31.5293
XM_014076759.1	4611	4432	52	3.02549
XM_014076760.1	1224	1045	2	0.493522
XM_014076761.1	246	67.0317	2	7.69382
XM_014076762.1	2310	2131	2	0.242013
XM_014076763.1	690	511	119	60.0508
XM_014076764.1	1014	835	24	7.41169
XM_014076765.1	1500	1321	17	3.31848
XM_014076766.1	1938	1759	9	1.31938
XM_014076767.1	1566	1387	24	4.46198
XM_014076768.1	978	799	2	0.645469
